timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
204813102,0.04260353,-0.009032974,-0.026759839,0.7254374,-0.0059843813,-0.0042229127,0.6882492,0.0,0.0,0.0,0.0,0
204845132,-0.018383894,-0.013090306,0.011760771,0.7252882,-0.006096844,-0.004287466,0.68840504,0.0,0.0,0.0,0.0,0
204877132,-0.009582545,0.013162145,0.005368081,0.7252667,-0.00599328,-0.0042750435,0.6884287,0.0,0.0,0.0,0.0,0
204905132,-0.022357747,0.0029902114,0.025431445,0.72518075,-0.006016897,-0.004311568,0.68851876,0.0,0.0,0.0,0.0,0
204937132,0.0110681,0.0063844332,-0.010326972,0.72513074,-0.005957161,-0.0042957338,0.6885721,0.0,0.0,0.0,0.0,0
204969085,-0.0006542774,-0.027479839,-0.0039435546,0.7250811,-0.0060164058,-0.004315515,0.6886237,0.0,0.0,0.0,0.0,0
205001132,-0.027001629,0.029277738,0.022918731,0.72496015,-0.006093564,-0.004263576,0.68875074,0.0,0.0,0.0,0.0,0
205033133,0.024568787,0.0022575199,-0.021310115,0.7249479,-0.005984512,-0.0043185316,0.68876415,0.0,0.0,0.0,0.0,0
205065098,-0.017756514,-0.014946511,0.01622448,0.7248313,-0.0060808538,-0.004374766,0.68888575,0.0,0.0,0.0,0.0,0
205097133,-0.008149807,0.013744823,0.0012224877,0.7247826,-0.006041632,-0.0043646647,0.6889374,0.0,0.0,0.0,0.0,0
205129134,0.034355577,-0.02519188,-0.0163512,0.7247349,-0.0059777214,-0.0043973564,0.68898785,0.0,0.0,0.0,0.0,0
205157084,0.005827483,0.017665695,-0.0069842176,0.72466105,-0.0060165357,-0.0043554627,0.6890655,0.0,0.0,0.0,0.0,0
205189134,0.018057372,-0.031845115,-0.0049620094,0.7245915,-0.006073186,-0.0043654134,0.68913805,0.0,0.0,0.0,0.0,0
205221133,-0.02525321,0.019801848,0.012427007,0.7244953,-0.0061597195,-0.0043337652,0.68923867,0.0,0.0,0.0,0.0,0
205253132,0.012470162,0.006319044,-0.009932996,0.7244678,-0.006083406,-0.0043518213,0.68926805,0.0,0.0,0.0,0.0,0
205285135,-0.006157996,-0.017136114,0.013800941,0.7243461,-0.0061655375,-0.004411817,0.6893949,0.0,0.0,0.0,0.0,0
205317884,-0.011091665,0.017093133,-0.00041749113,0.72431296,-0.006165983,-0.004409319,0.68942976,0.0,0.0,0.0,0.0,0
205349884,0.016140584,-0.005716988,0.0007514679,0.7242483,-0.006098555,-0.0043909275,0.6894984,0.0,0.0,0.0,0.0,0
205377884,-0.0047125043,0.015604617,-0.0022304184,0.72416574,-0.0061117643,-0.004359777,0.68958515,0.0,0.0,0.0,0.0,0
205409884,0.019455219,-0.010398689,-0.00916177,0.72412866,-0.0060919225,-0.0043721884,0.6896242,0.0,0.0,0.0,0.0,0
205441884,-0.014279837,-0.0031478046,0.013563751,0.72402436,-0.006206852,-0.004388489,0.68973255,0.0,0.0,0.0,0.0,0
205473884,-0.0055821165,0.019507045,0.00010337093,0.7239841,-0.006105971,-0.0043709013,0.68977576,0.0,0.0,0.0,0.0,0
205505884,0.012775499,-0.02093253,0.0013111108,0.7239185,-0.0060865316,-0.004393652,0.6898447,0.0,0.0,0.0,0.0,0
205537884,-0.008824462,0.0029300859,-0.00678339,0.72383684,-0.006126791,-0.0043968214,0.68993,0.0,0.0,0.0,0.0,0
205569885,-0.0016181609,0.008112243,0.009501854,0.7237867,-0.006100201,-0.0044271857,0.6899826,0.0,0.0,0.0,0.0,0
205601884,-0.0058633704,-0.014178339,0.0041788267,0.7236966,-0.0061138505,-0.0044667413,0.6900768,0.0,0.0,0.0,0.0,0
205629888,0.0041743335,0.005637331,0.0016341835,0.72365224,-0.00610046,-0.004426927,0.6901237,0.0,0.0,0.0,0.0,0
205661884,0.0020622667,-0.01678074,0.001029776,0.72357374,-0.006097454,-0.0044089076,0.6902061,0.0,0.0,0.0,0.0,0
205693884,-0.0039569363,0.0143871335,0.0034375389,0.72348,-0.0061020767,-0.004369026,0.6903046,0.0,0.0,0.0,0.0,0
205725884,-0.004252308,0.001149335,0.0014595534,0.72346073,-0.006100183,-0.004403476,0.6903246,0.0,0.0,0.0,0.0,0
205757884,0.013602898,-0.014249198,-0.0074542104,0.72336465,-0.0061171767,-0.0044125305,0.69042504,0.0,0.0,0.0,0.0,0
205789886,-0.013826192,0.0111754425,0.009818993,0.72330827,-0.006121898,-0.0044453074,0.6904839,0.0,0.0,0.0,0.0,0
205821884,0.011320039,-0.013105392,0.0044572954,0.7232155,-0.006069217,-0.0043825745,0.69058186,0.0,0.0,0.0,0.0,0
205853884,0.002581194,0.0047957627,-0.0022840186,0.72315174,-0.006132121,-0.0043654596,0.6906482,0.0,0.0,0.0,0.0,0
205881884,0.012782542,-0.016753145,-0.004350946,0.7231132,-0.0060418006,-0.004339574,0.69068956,0.0,0.0,0.0,0.0,0
205913884,-0.007282695,0.011277424,0.004317201,0.7229876,-0.006116867,-0.0043487893,0.6908203,0.0,0.0,0.0,0.0,0
205947484,-0.017797325,0.015226353,0.013758659,0.7229603,-0.006097143,-0.0044056396,0.6908487,0.0,0.0,0.0,0.0,0
205979484,0.026382845,-0.031022213,-0.011130966,0.7228703,-0.0060487604,-0.004399068,0.69094324,0.0,0.0,0.0,0.0,0
206007484,-0.0139927305,0.014234008,0.008138784,0.7228317,-0.0060697324,-0.004420228,0.69098336,0.0,0.0,0.0,0.0,0
206039484,0.038483687,-0.027505936,-0.016376445,0.72277004,-0.0060122106,-0.004370413,0.6910488,0.0,0.0,0.0,0.0,0
206071484,-0.024926908,0.017448848,0.006869152,0.72267175,-0.0061038528,-0.004394256,0.6911505,0.0,0.0,0.0,0.0,0
206103484,0.0034516184,-0.004668585,0.0032418156,0.72262853,-0.0059843347,-0.004324316,0.6911972,0.0,0.0,0.0,0.0,0
206135484,0.002635172,0.0004900759,-0.0016102265,0.72254556,-0.006044124,-0.0043767546,0.69128305,0.0,0.0,0.0,0.0,0
206167484,-0.02505146,0.017141644,0.013656714,0.722503,-0.0060184323,-0.0043898732,0.69132775,0.0,0.0,0.0,0.0,0
206199485,0.03967488,-0.02738999,-0.011935568,0.72244465,-0.005985922,-0.0043812017,0.69138896,0.0,0.0,0.0,0.0,0
206231484,-0.017498953,0.004687365,0.0037711472,0.7223622,-0.006097096,-0.0044524726,0.6914737,0.0,0.0,0.0,0.0,0
206259484,0.03462316,-0.01243072,-0.0123367105,0.72233456,-0.0059662717,-0.0044074007,0.691504,0.0,0.0,0.0,0.0,0
206291484,-0.030651674,0.010341321,0.010818617,0.7222195,-0.0061013494,-0.0044695395,0.69162256,0.0,0.0,0.0,0.0,0
206323484,0.015222155,-0.010290936,-0.001531808,0.7221911,-0.0060148113,-0.0044296226,0.6916533,0.0,0.0,0.0,0.0,0
206355484,0.0065417374,-0.0025475875,-0.00782129,0.7220982,-0.0060794316,-0.004501817,0.69174933,0.0,0.0,0.0,0.0,0
206387484,-0.022611622,0.0075754784,0.012371663,0.7220496,-0.006092432,-0.004501831,0.6917999,0.0,0.0,0.0,0.0,0
206420301,0.031372294,-0.01373913,-0.005705887,0.7219887,-0.006021134,-0.0044956952,0.69186413,0.0,0.0,0.0,0.0,0
206452284,-0.009469665,-0.0010858332,-0.0010397241,0.72191054,-0.0060916687,-0.004568047,0.6919446,0.0,0.0,0.0,0.0,0
206480285,0.027324632,0.0008507138,-0.0066505703,0.7218674,-0.0060147536,-0.0045090755,0.6919906,0.0,0.0,0.0,0.0,0
206512284,-0.021837007,-0.0012970001,0.0036894146,0.7217746,-0.0061238045,-0.004574222,0.6920861,0.0,0.0,0.0,0.0,0
206544284,0.0035767579,-0.0022880698,0.006434395,0.72171783,-0.006038796,-0.004474305,0.6921466,0.0,0.0,0.0,0.0,0
206576284,0.012212051,0.005653131,-0.0050231414,0.7216474,-0.006093509,-0.004551785,0.69221914,0.0,0.0,0.0,0.0,0
206608284,-0.027293243,-0.005008173,0.01001077,0.721571,-0.0061078896,-0.004575185,0.69229835,0.0,0.0,0.0,0.0,0
206640284,0.016288247,0.0016573092,-0.0025533359,0.7215335,-0.006061548,-0.004567252,0.692338,0.0,0.0,0.0,0.0,0
206672284,0.0017536981,-0.0030961256,-0.0046711615,0.7214731,-0.0060983575,-0.004651293,0.69240004,0.0,0.0,0.0,0.0,0
206704285,-0.0039838245,-0.010799477,0.00479921,0.7214028,-0.006068879,-0.00461836,0.6924737,0.0,0.0,0.0,0.0,0
206732284,-0.017902456,-0.008511405,0.0066115023,0.721337,-0.006090139,-0.0046608057,0.6925419,0.0,0.0,0.0,0.0,0
206764284,0.0025062896,-0.004222735,0.00019216562,0.72127104,-0.0060437303,-0.0046218233,0.6926113,0.0,0.0,0.0,0.0,0
206796284,0.0119971,0.0063557522,-0.0009278697,0.7212082,-0.0060757124,-0.004676877,0.69267595,0.0,0.0,0.0,0.0,0
206828284,-0.018222328,-0.014921084,0.011559169,0.721133,-0.006061465,-0.0047227405,0.69275415,0.0,0.0,0.0,0.0,0
206860284,0.0023790076,0.013327197,-0.00097004825,0.72107804,-0.006051073,-0.0047007794,0.6928115,0.0,0.0,0.0,0.0,0
206892284,0.0006915461,-0.0033430725,-0.0005881246,0.7210031,-0.0060222605,-0.004745253,0.69288945,0.0,0.0,0.0,0.0,0
206924284,0.013151047,-0.01248716,-0.0041838055,0.72094285,-0.0060113925,-0.004702867,0.6929525,0.0,0.0,0.0,0.0,0
206956284,-0.01357714,0.014614664,0.009168996,0.7208745,-0.0060371375,-0.0047748294,0.6930229,0.0,0.0,0.0,0.0,0
206984284,0.021880452,-0.003880375,-0.0033158904,0.72080374,-0.0060156602,-0.004752615,0.6930969,0.0,0.0,0.0,0.0,0
207016284,-0.013780845,0.0020163476,0.0026747247,0.72073644,-0.006040587,-0.004812337,0.69316626,0.0,0.0,0.0,0.0,0
207049103,0.00155563,-0.0132783335,0.0051944354,0.72067,-0.0059943926,-0.004766532,0.69323605,0.0,0.0,0.0,0.0,0
207081132,0.0066526392,0.01526228,-0.00542388,0.720607,-0.0060145343,-0.004759265,0.6933014,0.0,0.0,0.0,0.0,0
207113085,-0.009638554,-0.003689013,0.009149699,0.72053504,-0.006026995,-0.0047972184,0.6933758,0.0,0.0,0.0,0.0,0
